ID,AUTHOR,WORK,LOCATION,TEXT,Vm,VM_LEMMA,VM_PERSONAL,VM_MOD,Vinf,VINF_A,VINF_B,VINF_C,VINF_D,Vinf_Cop,Obj,OBJ_A,OBJ_B,OBJ_C,Pred,PRED_A,PRED_B,PRED_C,PRED_D,PRED_E,PRED_F,PRED_G,Attr,Attr_B,CHECK,Anot,DIST_OBJ_PRED,GENRE,DIALECT
5641,Isocrates (0010),Aegineticus (006),51.3,"δέομαι οὖν ὑμῶν καὶ τούτων μεμνημένους καὶ τῶν ἄλλων τῶν εἰρημένων τὰ δίκαια ψηφίσασθαι, καὶ τοιούτους μοι γενέσθαι δικαστάς, οἵων περ ἂν αὐτοὶ τυχεῖν ἀξιώσαιτε.",δέομαι,δέομαι,TRUE,FALSE,ψηφίσασθαι,ψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,μεμνημένους,μεμνημένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,3,juridical,attic
5644,Isocrates (0010),Antidosis (019),17.1,"δέομαι οὖν ὑμῶν μήτε πιστεύειν πω μήτ’ ἀπιστεῖν τοῖς εἰρημένοις, πρὶν ἂν διὰ τέλους ἀκούσητε καὶ τὰ παρ’ ἡμῶν, ἐνθυμουμένους ὅτι οὐδὲν ἂν ἔδει δίδοσθαι τοῖς φεύγουσιν ἀπολογίαν, εἴπερ οἷόν τ’ ἦν ἐκ τῶν τοῦ διώκοντος λόγων ἐψηφίσθαι τὰ δίκαια.",δέομαι,δέομαι,TRUE,FALSE,πιστεύειν πω μήτ’ ἀπιστεῖν,πιστεύειν πω μήτ’ ἀπιστεῖν,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,17,juridical,attic
5653,Isocrates (0010),Letter 8 (025),9.3,"εὑρήσετε γὰρ ἐμὲ μὲν οἰκειότατα κεχρημένον τοῖς μεγίστων ἀγαθῶν αἰτίοις γεγενημένοις ὑμῖν τε καὶ τοῖς ἄλλοις, ὑπὲρ ὧν δὲ δέομαι τοιούτους ὄντας, οἵους τοὺς μὲν πρεσβυτέρους καὶ τοὺς περὶ τὴν πολιτείαν ὄντας μὴ λυπεῖν, τοῖς δὲ νεωτέροις διατριβὴν παρέχειν ἡδεῖαν καὶ χρησίμην καὶ πρέπουσαν τοῖς τηλικούτοις.",δέομαι,δέομαι,TRUE,FALSE,παρέχειν,παρέχειν,NA,NA,NA,FALSE,ὧν,ὧν,NA,NA,"ὄντας, ὄντας",ὄντας,ὄντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar parentética!!!,4,juridical,attic
5659,Isocrates (0010),Trapeziticus (005),16.7,"ἐπειδὴ τοίνυν ἐκ τῶν συνόδων, ὦ ἄνδρες δικασταί, πάντες αὐτοῦ κατεγίγνωσκον ἀδικεῖν καὶ δεινὰ ποιεῖν, ὅστις τὸν παῖδα, ὃ ἔφασκον ἐγὼ συνειδέναι περὶ τῶν χρημάτων, πρῶτον μὲν αὐτὸς ἀφανίσας ὑφ’ ἡμῶν αὐτὸν ᾐτιᾶτ’ ἠφανίσθαι, ἔπειτα δὲ συλληφθέντα ὡς ἐλεύθερον ὄντα διεκώλυσε βασανίζεσθαι, μετὰ δὲ ταῦθ’ ὡς δοῦλον ἐκδοὺς καὶ βασανιστὰς ἑλόμενος λόγῳ μὲν ἐκέλευσε βασανίζειν, ἔργῳ δ’ οὐκ εἴα, διὰ ταῦθ’ ἡγούμενος οὐδεμίαν αὑτῷ σωτηρίαν εἶναι, ἐάνπερ εἰς ὑμᾶς εἰσέλθῃ, προσπέμπων ἐδεῖτό μου εἰς ἱερὸν ἐλθόνθ’ ἑαυτῷ συγγενέσθαι.",ἐδεῖτό,δέομαι,TRUE,FALSE,συγγενέσθαι,συγγενέσθαι,NA,NA,NA,FALSE,μου,μου,NA,NA,ἐλθόνθ’,ἐλθόνθ’,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar elisão,3,juridical,attic
5664,Isocrates (0010),Trapeziticus (005),56.1,"ἐγὼ οὖ ὑμῶν δέομαι μεμνημένους τούτων καταψηφίσασθαι Πασίωνος, καὶ μὴ τοσαύτην πονηρίαν ἐμοῦ καταγνῶναι, ὡς οἰκῶν ἐν τῷ Πόντῳ καὶ τοσαύτην οὐσίαν κεκτημένος ὥστε καὶ ἑτέρους εὖ ποιεῖν δύνασθαι, Πασίων) ἦλθον συκοφαντήσων καὶ ψευδεῖς αὐτῷ παρακαταθήκας ἐγκαλῶν.",δέομαι,δέομαι,TRUE,FALSE,καταψηφίσασθαι,καταψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,μεμνημένους,μεμνημένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2,juridical,attic
5935,Isocrates (0010),Archidamus (016),11.1,καίτοι λίαν προθύμως οἱ σύμμαχοι συμβεβουλεύκασιν ὑμῖν ὡς χρὴ Μεσσήνην ἀφέντας ποιήσασθαι τὴν εἰρήνην.,συμβεβουλεύκασιν,συμβουλεύω,TRUE,FALSE,ποιήσασθαι,ποιήσασθαι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,ἀφέντας,ἀφέντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar hos,4,juridical,attic
5940,Isocrates (0010),Areopagiticus (018),72.1,"ἐγὼ δὲ καὶ τῶν ἰδιωτῶν τοὺς ὀλίγα μὲν κατορθοῦντας πολλὰ δ’ ἐξαμαρτάνοντας μέμφομαι καὶ νομίζω φαυλοτέρους εἶναι τοῦ δέοντος, καὶ πρός γε τούτοις τοὺς γεγονότας ἐκ καλῶν κἀγαθῶν ἀνδρῶν, καὶ μικρῷ μὲν ὄντας ἐπιεικεστέρους τῶν ὑπερβαλλόντων ταῖς πονηρίαις, πολὺ δὲ χείρους τῶν πατέρων, λοιδορῶ, καὶ συμβουλεύσαιμ’ ἂν αὐτοῖς παύσασθαι τοιούτοις οὖσιν.",συμβουλεύσαιμ’,συμβουλεύω,TRUE,FALSE,παύσασθαι,παύσασθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,τοιούτοις οὖσιν,τοιούτοις οὖσιν,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Complemento de pauomai,2,juridical,attic
5963,Isocrates (0010),On the Peace (017),145.1,"πολλῶν δὲ καὶ καλῶν λόγων ἐνόντων περὶ τὴν ὑπόθεσιν ταύτην, ἐμοὶ μὲν ἀμφότερα συμβουλεύει παύσασθαι λέγοντι, καὶ τὸ μῆκος τοῦ λόγου καὶ τὸ πλῆθος τῶν ἐτῶν τῶν ἐμῶν·",συμβουλεύει,συμβουλεύω,TRUE,FALSE,παύσασθαι,παύσασθαι,NA,NA,NA,FALSE,ἐμοὶ,ἐμοὶ,NA,NA,λέγοντι,λέγοντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comparar com Isoc. Aeropagiticus 72,5,juridical,attic
5966,Isocrates (0010),Panathenaicus (021),24.1,"ἀλλὰ μὴν οὐδ’ ἐκεῖνο ποιεῖν οὐδεὶς ἄν μοι συμβουλεύσειεν, ἀμελήσαντι τούτων καὶ μεταξὺ καταβαλόντι περαίνειν τὸν λόγον, ὃν προῄρημαι βουλόμενος ἐπιδεῖξαι τὴν πόλιν ἡμῶν πλειόνων ἀγαθῶν αἰτίαν γεγενημένην τοῖς Ἕλλησιν ἢ τὴν Λακεδαιμονίων·",συμβουλεύσειεν,συμβουλεύω,TRUE,FALSE,περαίνειν,περαίνειν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,"ἀμελήσαντι, καταβαλόντι",ἀμελήσαντι,καταβαλόντι,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,coordenados!,2,juridical,attic
5970,Isocrates (0010),Panathenaicus (021),168.5,"ὧν ἀκούσας οὐδένα χρόνον ἐπισχὼν ὁ δῆμος ἔπεμψε πρεσβείαν εἰς Θήβας, περί τε τῆς ἀναιρέσεως συμβουλεύσοντας αὐτοῖς ὁσιώτερον βουλεύσασθαι καὶ τὴν ἀπόκρισιν νομιμωτέραν ποιήσασθαι τῆς πρότερον γενομένης, κἀκεῖνο ὑποδείξοντας, ὡς ἡ πόλις αὐτοῖς οὐκ ἐπιτρέψει παραβαίνουσι τὸν νόμον τὸν κοινὸν ἁπάντων τῶν Ἑλλήνων.",συμβουλεύσοντας,συμβουλεύω,TRUE,FALSE,ποιήσασθαι,ποιήσασθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,ὑποδείξοντας,ὑποδείξοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar posição!,12,juridical,attic
5971,Isocrates (0010),Panathenaicus (021),262.5,"συμβουλεύω γάρ σοι μήτε κατακάειν τὸν λόγον μήτ’ ἀφανίζειν, ἀλλ’ εἴ τινος ἐνδεής ἐστι, διορθώσαντα καὶ προσγράψαντα πάσας τὰς διατριβὰς τὰς περὶ αὐτὸν γεγενημένας διδόναι τοῖς βουλομένοις λαμβάνειν, εἴπερ βούλει χαρίσασθαι μὲν τοῖς ἐπιεικεστάτοις τῶν Ἑλλήνων καὶ τοῖς ὡς ἀληθῶς φιλοσοφοῦσιν ἀλλὰ μὴ προσποιουμένοις, λυπῆσαι δὲ τοὺς θαυμάζοντας μὲν τὰ σὰ μᾶλλον τῶν ἄλλων, λοιδορουμένους δὲ τοῖς λόγοις τοῖς σοῖς ἐν τοῖς ὄχλοις τοῖς πανηγυρικοῖς, ἐν οἷς πλείους εἰσὶν οἱ καθεύδοντες τῶν ἀκροωμένων, καὶ προσδοκῶντας, ἢν παρακρούσωνται τοὺς τοιούτους, ἐναμίλλους τοὺς αὑτῶν γενήσεσθαι τοῖς ὑπὸ σοῦ γεγραμμένοις, κακῶς εἰδότας ὅτι πλέον ἀπολελειμμένοι τῶν σῶν εἰσιν ἢ τῆς Ὁμήρου δόξης οἱ περὶ τὴν αὐτὴν ἐκείνῳ ποίησιν γεγονότες. ʺ",συμβουλεύω,συμβουλεύω,TRUE,FALSE,διδόναι,διδόναι,NA,NA,NA,FALSE,σοι,σοι,NA,NA,διορθώσαντα καὶ προσγράψαντα,διορθώσαντα καὶ προσγράψαντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar coordenação!,12,juridical,attic
5992,Isocrates (0010),Plataicus (012),6.1,"δεόμεθ’ οὖν ὑμῶν, ὦ ἄνδρες Ἀθηναῖοι, μετ’ εὐνοίας ἀκροάσασθαι τῶν λεγομένων, ἐνθυμηθέντας ὅτι πάντων ἂν ἡμῖν ἀλογώτατον εἴη συμβεβηκός, εἰ τοῖς μὲν ἅπαντα τὸν χρόνον δυσμενῶς πρὸς τὴν πόλιν ὑμῶν διακειμένοις αἴτιοι γεγένησθε τῆς ἐλευθερίας, ἡμεῖς δὲ μηδ’ ἱκετεύοντες ὑμᾶς τῶν αὐτῶν τοῖς ἐχθίστοις τύχοιμεν.",δεόμεθ’,δέομαι,TRUE,FALSE,ἀκροάσασθαι,ἀκροάσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμηθέντας,ἐνθυμηθέντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,gen.pl entre obj e pred,9,juridical,attic
6000,Lycurgus (0034),Against Leocrates (001),83.6,"ἐπὶ Κόδρου γὰρ βασιλεύοντος Πελοποννησίοις γενομένης ἀφορίας κατὰ τὴν χώραν αὐτῶν ἔδοξε στρατεύειν ἐπὶ τὴν πόλιν ἡμῶν, καὶ ἡμῶν τοὺς προγόνους ἐξαναστήσαντας κατανείμασθαι τὴν χώραν.",ἔδοξε,δοκέω,FALSE,FALSE,στρατεύειν,στρατεύειν,NA,NA,NA,FALSE,Πελοποννησίοις,Πελοποννησίοις,NA,NA,ἐξαναστήσαντας,ἐξαναστήσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,17,juridical,attic
6001,Lycurgus (0034),Against Leocrates (001),123.1,ἆρά γ’ ὑμῖν δοκεῖ βουλομένοις μιμεῖσθαι τοὺς προγόνους πάτριον εἶναι Λεωκράτην μὴ οὐκ ἀποκτεῖναι;,δοκεῖ,δοκέω,FALSE,FALSE,ἀποκτεῖναι,ἀποκτεῖναι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,βουλομένοις,βουλομένοις,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,CHECAR,2,juridical,attic
6002,Lycurgus (0034),Against Leocrates (001),125.1,"ἐψηφίσαντο γὰρ καὶ ὤμοσαν, ἐάν τις τυραννίδι ἐπιτιθῆται ἢ τὴν πόλιν προδιδῷ ἢ τὸν δῆμον καταλύῃ, τὸν αἰσθανόμενον καθαρὸν εἶναι ἀποκτείναντα, καὶ κρεῖττον ἔδοξεν αὐτοῖς τοὺς τὴν αἰτίαν ἔχοντας τεθνάναι μᾶλλον ἢ πειραθέντας μετὰ ἀληθείας αὐτοὺς δουλεύειν·",ἔδοξεν,δοκέω,FALSE,FALSE,δουλεύειν,δουλεύειν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,πειραθέντας,πειραθέντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,"comentar o contraste entre ""eles"" e ""nós""",8,juridical,attic
6055,Lysias (0540),Against Eratosthenes (012),t.3,"οὐκ ἄρξασθαί μοι δοκεῖ ἄπορον εἶναι, ὦ ἄνδρες δικασταί, τῆς κατηγορίας, ἀλλὰ παύσασθαι λέγοντι·",δοκεῖ,δοκέω,FALSE,FALSE,παύσασθαι,παύσασθαι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,λέγοντι,λέγοντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar pauomai,11,juridical,attic
6068,Lysias (0540),Against Pancleon (023),10.1,"τῇ δ’ ὑστεραίᾳ τῆς τε ἀντιγραφῆς ἕνεκα ταυτησὶ καὶ αὐτῆς τῆς δίκης ἔδοξέ μοι χρῆναι μάρτυρας λαβόντι παραγενέσθαι, ἵν’ εἰδείην τόν τ’ ἐξαιρησόμενον αὐτὸν καὶ ὅ τι λέγων ἀφαιρήσοιτο.",ἔδοξέ,δοκέω,FALSE,FALSE,χρῆναι,χρῆναι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,λαβόντι,λαβόντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,comentar camada intermediária,3,juridical,attic
6112,Lysias (0540),On The Refusal Of A Pension (024),15.4,"ἐγὼ δ’ ὑμᾶς, ὦ βουλή, σαφῶς οἶμαι δεῖν διαγιγνώσκειν οἷς τ’ ἐγχωρεῖ τῶν ἀνθρώπων ὑβρισταῖς εἶναι καὶ οἷς οὐ προσήκει.",ἐγχωρεῖ,ἐγχωρέω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,οἷς,οἷς,NA,NA,ὑβρισταῖς,ὑβρισταῖς,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,egxorei + proshkei,5,juridical,attic
6113,Lysias (0540),On The Refusal Of A Pension (024),18.1,"καὶ τοῖς μὲν ἰσχυροῖς ἐγχωρεῖ μηδὲν αὐτοῖς πάσχουσιν, οὓς ἂν βουληθῶσιν, ὑβρίζειν, τοῖς δὲ ἀσθενέσιν οὐκ ἔστιν οὔτε ὑβριζομένοις ἀμύνεσθαι τοὺς ὑπάρξαντας οὔτε ὑβρίζειν βουλομένοις περιγίγνεσθαι τῶν ἀδικουμένων.",ἐγχωρεῖ,ἐγχωρέω,FALSE,TRUE,ὑβρίζειν,ὑβρίζειν,NA,NA,NA,TRUE,τοῖς μὲν ἰσχυροῖς,τοῖς μὲν ἰσχυροῖς,NA,NA,αὐτοῖς πάσχουσιν,αὐτοῖς πάσχουσιν,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Comentar paralelismos com as sentenças a seguir e a troca de verbo principal. Adicionar entrada para esti,3,juridical,attic
6115,Lysias (0540),Funeral Oration (002),6.2,"μόναις δ’ αὐταῖς οὐκ ἐξεγένετο ἐκ τῶν ἡμαρτημένων μαθούσαις περὶ τῶν λοιπῶν ἄμεινον βουλεύσασθαι, οὐδ’ οἴκαδε ἀπελθούσαις ἀπαγγεῖλαι τήν τε σφετέραν αὐτῶν δυστυχίαν καὶ τὴν τῶν ἡμετέρων προγόνων ἀρετήν·",ἐξεγένετο,ἐκγίγνομαι,FALSE,TRUE,"βουλεύσασθαι, ἀπαγγεῖλαι",βουλεύσασθαι,ἀπαγγεῖλαι,NA,NA,FALSE,μόναις δ’ αὐταῖς,μόναις δ’ αὐταῖς,NA,NA,"μαθούσαις, ἀπελθούσαις",μαθούσαις,ἀπελθούσαις,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,Comentar coordenação!,6,juridical,attic
6127,Lysias (0540),Against Diogeiton (032),23.1,"καίτοι εἰ ἐβούλετο δίκαιος εἶναι περὶ τοὺς παῖδας, ἐξῆν αὐτῷ κατὰ τοὺς νόμους, οἳ κεῖνται περὶ τῶν ὀρφανῶν καὶ τοῖς ἀδυνάτοις τῶν ἐπιτρόπων καὶ τοῖς δυναμένοις, μισθῶσαι τὸν οἶκον ἀπηλλαγμένον πολλῶν πραγμάτων, ἢ γῆν πριάμενον ἐκ τῶν προσιόντων τοὺς παῖδας τρέφειν·",ἐξῆν,ἔξεστι,FALSE,TRUE,μισθῶσαι,μισθῶσαι,NA,NA,NA,FALSE,αὐτῷ,αὐτῷ,NA,NA,"ἀπηλλαγμένον, πριάμενον",ἀπηλλαγμένον,πριάμενον,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar coordenação!,20,juridical,attic
6132,Lysias (0540),Against Philon (031),16.1,"ἵνα οὖν μὴ ἐγγένηται αὐτῷ ψευσαμένῳ ἐξαπατῆσαι, καὶ περὶ τούτων ἤδη σαφῶς ὑμῖν ἀποδείξω, ἐπειδὴ ὕστερον οὐκ ἐξέσται μοι παρελθόντι ἐνθάδ’ ἐλέγχειν αὐτόν.",ἐξέσται,ἔξεστι,FALSE,TRUE,ἐλέγχειν,ἐλέγχειν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,παρελθόντι,παρελθόντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,1,juridical,attic
6135,Lysias (0540),For Polystratus (020),23.1,"καὶ ἐξὸν αὐτῷ τὴν οὐσίαν ἀφανῆ καταστήσαντι μηδὲν ὑμᾶς ὠφελεῖν, εἵλετο μᾶλλον συνειδέναι ὑμᾶς, ἵν’ εἰ καὶ βούλοιτο κακὸς εἶναι, μὴ ἐξείη αὐτῷ, ἀλλ’ εἰσφέροι τε τὰς εἰσφορὰς καὶ λῃτουργοίη.",ἐξὸν,ἔξεστι,FALSE,TRUE,ὠφελεῖν,ὠφελεῖν,NA,NA,NA,TRUE,αὐτῷ,αὐτῷ,NA,NA,καταστήσαντι,καταστήσαντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,4,juridical,attic
6139,Lysias (0540),On the Murder of Eratosthenes (001),18.1,"σοὶ οὖν ἔφην ἔξεστι δυοῖν ὁπότερον βούλει ἑλέσθαι, ἢ μαστιγωθεῖσαν εἰς μύλωνα ἐμπεσεῖν καὶ μηδέποτε παύσασθαι κακοῖς τοιούτοις συνεχομένην, ἢ κατειποῦσαν ἅπαντα τἀληθῆ μηδὲν παθεῖν κακόν, ἀλλὰ συγγνώμης παρ’ ἐμοῦ τυχεῖν τῶν ἡμαρτημένων.",ἔξεστι,ἔξεστι,FALSE,TRUE,"ἐμπεσεῖν, παύσασθαι, παθεῖν",ἐμπεσεῖν,παύσασθαι,παθεῖν,NA,FALSE,σοὶ,σοὶ,NA,NA,"μαστιγωθεῖσαν, συνεχομένην, κατειποῦσαν",μαστιγωθεῖσαν,συνεχομένην,κατειποῦσαν,NA,NA,NA,NA,FALSE,FALSE,FALSE,"Primeiros dois particípios coordenados entre si, comentar pauomai. Talvez elesqai crie uma camada intermediária que bloqueie a atração",9,juridical,attic
6178,Lysias (0540),Funeral Oration (002),17.1,πολλὰ μὲν ὑπῆρχε τοῖς ἡμετέροις προγόνοις μιᾷ γνώμῃ χρωμένοις περὶ τοῦ δικαίου διαμάχεσθαι·,ὑπῆρχε,ὑπάρχω,FALSE,TRUE,διαμάχεσθαι,διαμάχεσθαι,NA,NA,NA,FALSE,τοῖς ἡμετέροις προγόνοις,τοῖς ἡμετέροις προγόνοις,NA,NA,χρωμένοις,χρωμένοις,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,parentética? Contrastar com outros casos em que o part tem interpretação condicional,3,juridical,attic
6183,Lysias (0540),Defense in the Matter of the Olive Stump (007),t.2,"πρότερον μέν, ὦ βουλή, ἐνόμιζον ἐξεῖναι τῷ βουλομένῳ, ἡσυχίαν ἄγοντι, μήτε δίκας ἔχειν μήτε πράγματα·",ἐξεῖναι,ἔξεστι,FALSE,TRUE,ἔχειν,ἔχειν,NA,NA,NA,FALSE,τῷ βουλομένῳ,τῷ βουλομένῳ,NA,NA,ἡσυχίαν ἄγοντι,ἡσυχίαν ἄγοντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar pontuação,1,juridical,attic
6223,Lysias (0540),Against Alcibiades 2 (015),t.1,"ἐγὼ μέν, ὦ ἄνδρες δικασταί, καὶ ὑμᾶς αἰτοῦμαι τὰ δίκαια ψηφίσασθαι, καὶ τῶν στρατηγῶν δέομαι, ἐπεὶ καὶ ἐν τῇ ἄλλῃ ἀρχῇ πολλοῦ ἄξιοι τῇ πόλει γεγόνασι, καὶ τῶν τῆς ἀστρατείας γραφῶν κοινοὺς εἶναι τῷ τε διώκοντι καὶ τῷ φεύγοντι, καὶ μὴ βοηθοῦντας ᾧ ἂν βούλωνται πᾶσαν προθυμίαν ἔχειν παρὰ τὸ δίκαιον ὑμᾶς ψηφίσασθαι, ἐνθυμουμένους ὅτι σφόδρ’ ἂν ἠγανακτεῖτε, εἰ ἐν τῇ ὑμετέρᾳ δοκιμασίᾳ οἱ θεσμοθέται ἀναβάντες ὑμῶν ἐδέοντο καταψηφίσασθαι, ἡγούμενοι δεινὸν εἶναι εἰ οἱ τιθέντες τὸν ἀγῶνα καὶ τὴν ψῆφον διδόντες παρακελεύσονται τῶν μὲν μὴ καταψηφίζεσθαι τῶν δὲ καταψηφίζεσθαι.",δέομαι,δέομαι,TRUE,FALSE,"εἶναι, ἔχειν",εἶναι,ἔχειν,NA,NA,TRUE,τῶν στρατηγῶν,τῶν στρατηγῶν,NA,NA,"κοινοὺς, βοηθοῦντας",κοινοὺς,βοηθοῦντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar duplo infinitivo coordenado,18,juridical,attic
6237,Lysias (0540),Against Theomnestus 1 (010),21.1,"εἰ δὲ μή, δέομαι ὑμῶν, ὦ ἄνδρες δικασταί, τὰ δίκαια ψηφίσασθαι, ἐνθυμουμένους ὅτι πολὺ μεῖζον κακόν ἐστιν ἀκοῦσαί τινα τὸν πατέρα ἀπεκτονέναι ἢ τὴν ἀσπίδα ἀποβεβληκέναι.",δέομαι,δέομαι,TRUE,FALSE,ψηφίσασθαι,ψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,7,juridical,attic
6238,Lysias (0540),Against Theomnestus 1 (010),31.2,"ἐγὼ δ’ ὑμῶν δέομαι καταψηφίσασθαι Θεομνήστου, ἐνθυμουμένους ὅτι οὐκ ἂν γένοιτο τούτου μείζων ἀγών μοι.",δέομαι,δέομαι,TRUE,FALSE,καταψηφίσασθαι,καταψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,4,juridical,attic
6241,Lysias (0540),Defense Against A Charge Of Taking Bribes (021),19.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, τὴν αὐτὴν νῦν περὶ ἐμοῦ γνώμην ἔχειν ἥνπερ καὶ ἐν τῷ τέως χρόνῳ, καὶ μὴ μόνον τῶν δημοσίων λῃτουργιῶν μεμνῆσθαι, ἀλλὰ τῶν ἰδίων ἐπιτηδευμάτων ἐνθυμεῖσθαι, ἡγουμένους ταύτην εἶναι λῃτουργίαν ἐπιπονωτάτην, διὰ τέλους τὸν πάντα χρόνον κόσμιον εἶναι καὶ σώφρονα καὶ μήθ’ ὑφ’ ἡδονῆς ἡττηθῆναι μήθ’ ὑπὸ κέρδους ἐπαρθῆναι, ἀλλὰ τοιοῦτον παρασχεῖν ἑαυτὸν ὥστε μηδένα τῶν πολιτῶν μήτε μέμψασθαι μήτε δίκην τολμῆσαι προσκαλέσασθαι.",δέομαι,δέομαι,TRUE,FALSE,ἐνθυμεῖσθαι,ἐνθυμεῖσθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἡγουμένους,ἡγουμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,29,juridical,attic
6244,Lysias (0540),Defense in the Matter of the Olive Stump (007),29.1,"ἐγὼ τοίνυν δέομαι ὑμῶν μὴ τοὺς τοιούτους λόγους πιστοτέρους ἡγήσασθαι τῶν ἔργων, μηδὲ περὶ ὧν αὐτοὶ σύνιστε, τοιαῦτ’ ἀνασχέσθαι τῶν ἐμῶν ἐχθρῶν λεγόντων, ἐνθυμουμένους καὶ ἐκ τῶν εἰρημένων καὶ ἐκ τῆς ἄλλης πολιτείας.",δέομαι,δέομαι,TRUE,FALSE,ἀνασχέσθαι,ἀνασχέσθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,20,juridical,attic
6253,Lysias (0540),On the Property of Aristophanes (019),11.6,"δέομαι δ’ ὑμῶν πάσῃ τέχνῃ καὶ μηχανῇ μετ’ εὐνοίας ἀκροασαμένους ἡμῶν διὰ τέλους ὅ τι ἂν ὑμῖν ἄριστον καὶ εὐορκότατον νομίζητε εἶναι, τοῦτο ψηφίσασθαι.",δέομαι,δέομαι,TRUE,FALSE,ψηφίσασθαι,ψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἀκροασαμένους,ἀκροασαμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar proximidade com o objeto de akroasamenous,7,juridical,attic
6257,Lysias (0540),On the Property of Aristophanes (019),64.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, καὶ τούτων καὶ τῶν ἄλλων μεμνημένους ἁπάντων τῶν εἰρημένων βοηθεῖν ἡμῖν καὶ μὴ περιιδεῖν ὑπὸ τῶν ἐχθρῶν ἀναιρεθέντας.",δέομαι,δέομαι,TRUE,FALSE,βοηθεῖν,βοηθεῖν,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,μεμνημένους,μεμνημένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,9,juridical,attic
